Year (CE),Vance22,Porter21,Linsley08,Godkin21,Buckley19
1819,-1.451335588,-1.21789,-0.028,0.163,-1.678
1820,-1.342708301,-0.07891,-0.008,0.18,-2.038
1821,-1.206943018,-0.51665,0.004,0.185,0.544
1822,-1.002017323,-0.49417,0.002,0.151,-0.111
1823,-0.753217291,-0.36449,-0.012,0.181,-0.19
1824,-0.908997274,-0.32659,-0.035,0.166,1.109
1825,-0.486557999,0.44213,-0.06,0.059,3.007
1826,0.217168928,-0.01913,-0.086,-0.078,-0.54
1827,0.966778743,0.23296,-0.103,-0.153,1.922
1828,1.593672317,-0.19577,-0.107,-0.173,3.169
1829,1.537750288,-0.09713,-0.092,-0.156,-0.443
1830,0.980372857,-0.55577,-0.062,-0.138,-0.421
1831,0.852979239,-0.02365,-0.019,-0.14,-0.625
1832,0.795067399,-0.38003,0.022,-0.216,-0.829
1833,0.710636027,0.49675,0.051,-0.202,4.065
1834,0.571098061,-0.41858,0.06,-0.217,2.35
1835,0.412921933,-0.19368,0.052,-0.208,-1.734
1836,0.167455664,-0.31191,0.034,-0.25,-0.026
1837,-0.054522975,-0.62119,0.014,-0.255,1.803
1838,0.311912084,-0.29142,0.01,-0.122,1.103
1839,0.21635873,-0.10279,0.015,0.014,0.736
1840,0.197122721,0.08072,0.026,0.032,-0.717
1841,0.153904017,-0.43479,0.038,0.041,-1.399
1842,0.125966291,-0.20811,0.051,0.03,-2.611
1843,0.132390833,0.18132,0.057,0.009,0.459
1844,0.153008969,0.19259,0.05,0.047,2.711
1845,0.177872263,-0.15473,0.029,0.089,2.661
1846,0.167069345,0.79041,0.001,0.035,2.871
1847,0.184186583,-0.18611,-0.021,0.036,-0.785
1848,0.196520755,-0.77695,-0.03,0.026,-2.364
1849,0.249203088,-0.26758,-0.026,0.05,-0.757
1850,0.273543595,-0.33886,-0.012,0.075,-0.503
1851,0.91974322,0.03218,0.005,0.062,-0.456
1852,1.38662915,0.0462,0.02,-0.006,-0.628
1853,1.00734362,-0.22686,0.028,-0.064,2.391
1854,0.645168272,-0.29476,0.026,-0.086,1.392
1855,0.317738778,-0.33045,0.014,-0.118,-2.398
1856,0.062988018,-0.20999,-0.006,-0.112,0.218
1857,-0.170006155,-0.46104,-0.029,-0.162,-0.878
1858,-0.34310385,-0.1243,-0.048,-0.168,0.505
1859,-0.401215092,-0.52732,-0.059,-0.153,-0.991
1860,-0.487978471,-0.79905,-0.055,-0.187,-0.907
1861,-0.564123154,-0.47259,-0.036,-0.191,-1.346
1862,-0.554713041,-0.3193,-0.005,-0.222,-2.995
1863,-0.565715289,-0.65656,0.026,-0.242,-0.629
1864,-0.530291515,-0.21435,0.048,-0.274,0.94
1865,-0.474734452,0.14782,0.055,-0.217,6.513
1866,-0.337697571,-0.48413,0.046,-0.188,1.819
1867,-0.106260044,-0.54981,0.023,-0.166,2.384
1868,0.090894991,0.10419,-0.007,-0.125,1.823
1869,0.264545987,-0.64374,-0.036,-0.149,3.118
1870,0.407737451,-0.59289,-0.052,-0.101,-0.079
1871,0.429151773,-0.18065,-0.049,-0.116,-0.956
1872,0.433174746,0.09814,-0.028,-0.038,-1.147
1873,0.411310378,-0.3491,0.003,-0.032,-0.022
1874,0.388009077,-0.80558,0.035,-0.033,-1.802
1875,0.373675426,-0.20919,0.062,0.032,-2.375
1876,0.394784703,-0.41979,0.075,0.095,-0.303
1877,0.460052216,0.03229,0.069,0.03,1.291
1878,0.562431951,-0.25037,0.042,-0.025,4.412
1879,0.707573153,-0.35774,0.005,0.002,-1.571
1880,0.856422022,0.31106,-0.024,-0.043,-2.514
1881,1.017574216,-0.08866,-0.034,-0.036,-0.416
1882,1.199502893,0.06325,-0.026,0.012,-0.605
1883,1.158798605,-0.40928,-0.006,-0.037,-1.896
1884,0.868972224,-0.21179,0.02,0.004,-2.762
1885,0.627021712,-0.27691,0.041,-0.027,-0.277
1886,0.364151522,-0.36101,0.048,-0.009,1.292
1887,0.21912422,-0.07035,0.039,0.03,-2.095
1888,0.240018879,0.48307,0.016,0.007,1.988
1889,0.28951812,-0.60701,-0.014,-0.047,5.872
1890,0.338213631,-0.54442,-0.044,0.038,-0.667
1891,0.352161306,0.04631,-0.066,0.045,0.602
1892,0.349513415,-0.35445,-0.075,0.066,-1.737
1893,0.365414965,-0.46987,-0.071,0.13,-3.544
1894,0.589081652,-0.11931,-0.054,0.126,-2.358
1895,0.88632292,-0.09556,-0.034,0.137,-0.177
1896,1.178309109,0.09003,-0.02,0.216,-0.234
1897,1.495901774,0.05561,-0.015,0.247,1.966
1898,1.247387678,-0.41744,-0.011,0.271,-0.051
1899,1.057962286,0.10582,0.007,0.296,-2.075
1900,0.980477648,0.01511,0.035,0.317,2.829
1901,0.939530176,0.07075,0.067,0.342,1.208
1902,0.985854179,-0.15695,0.089,0.353,1.09
1903,1.11942743,0.18175,0.098,0.36,4.058
1904,1.307033679,-0.01267,0.092,0.361,-0.33
1905,1.53238736,0.2035,0.072,0.363,6.113
1906,1.108680327,0.35077,0.037,0.37,4.319
1907,0.605790783,-0.2715,-0.002,0.377,0.908
1908,0.345285438,-0.09409,-0.032,0.342,1.234
1909,0.345285438,-0.13908,-0.04,0.3,0.475
1910,0.319034589,-0.43948,-0.027,0.284,-1.429
1911,0.296002471,-0.33532,0,0.256,-1.755
1912,0.277779352,-0.05942,0.025,0.292,3.668
1913,0.280487672,0.14837,0.036,0.286,2.642
1914,0.249216156,-0.0419,0.025,0.278,1.974
1915,0.255133264,-0.06606,-0.006,0.304,3.007
1916,0.274209771,-0.2921,-0.045,0.306,-0.357
1917,0.279986096,-0.42749,-0.075,0.325,0.907
1918,0.27018557,-0.23613,-0.082,0.331,-1.417
1919,0.293661478,0.1463,-0.071,0.285,5.459
1920,0.308292886,-0.16941,-0.053,0.308,2.211
1921,0.32649373,-0.29554,-0.036,0.35,0.105
1922,0.345285438,-0.489,-0.017,0.391,0.553
1923,0.349257016,-0.43135,0.003,0.375,-1.692
1924,0.849104666,-0.06823,0.019,0.327,0.525
1925,1.3359187,0.00369,0.026,0.233,-4.562
1926,1.356332446,0.12501,0.028,0.193,2.708
1927,1.08818969,0.16358,0.031,0.125,0.839
1928,0.874619315,0.01477,0.047,0.13,-0.782
1929,0.686780451,-0.35435,0.064,0.156,-1.27
1930,0.577943556,-0.23793,0.068,0.131,-0.018
1931,0.042013859,-0.36651,0.048,0.112,2.936
1932,0.039480897,-0.07246,0.016,0.139,-0.095
1933,0.120335389,0.15706,-0.015,0.134,2.175
1934,0.167643283,-0.338,-0.034,0.085,-1.546
1935,0.17386438,0.16931,-0.04,0.042,1.857
1936,0.151541442,0.19883,-0.031,0.009,0.317
1937,0.075379798,0.27351,-0.008,0.017,2.344
1938,0.37893993,0.09468,0.023,0.027,0.813
1939,0.260136854,0.22591,0.054,-0.015,-1.04
1940,0.036831086,0.71589,0.075,-0.01,0.469
1941,-0.169189754,0.80435,0.076,-0.11,3.71
1942,-0.410798327,0.2734,0.057,-0.208,-0.211
1943,-0.498309731,-0.41405,0.029,-0.235,-1.959
1944,-0.629843564,0.274,0.002,-0.316,0.334
1945,-0.73312203,0.11477,-0.015,-0.39,-1.758
1946,-0.829205403,-0.38324,-0.023,-0.451,1.317
1947,-0.896769896,0.24129,-0.022,-0.455,1.546
1948,-0.993561019,-0.15235,-0.02,-0.523,-0.398
1949,-1.055225584,-0.09815,-0.021,-0.571,2.195
1950,-1.162574711,-0.09658,-0.027,-0.567,1.037
1951,-1.225249393,-0.2028,-0.031,-0.609,-1.346
1952,-1.710778873,-0.12779,-0.035,-0.597,0.356
1953,-1.693008584,-0.69018,-0.041,-0.606,-1.735
1954,-1.644862087,-0.41551,-0.052,-0.554,-1.309
1955,-1.581975789,-0.65244,-0.061,-0.532,-2.083
1956,-1.522873362,0.02504,-0.06,-0.495,-1.546
1957,-1.471959505,0.30183,-0.048,-0.447,-1.015
1958,-1.443617096,-0.04486,-0.036,-0.371,2.871
1959,-0.94988768,0.02668,-0.033,-0.35,1.686
1960,-0.865955415,-0.38635,-0.036,-0.339,2.392
1961,-0.82002347,-0.25835,-0.033,-0.283,0.096
1962,-0.803173709,-0.54855,-0.021,-0.309,-0.523
1963,-0.764254447,-0.29324,-0.001,-0.271,-1.31
1964,-0.705231011,-0.42289,0.022,-0.208,1.141
1965,-0.675946125,-0.02514,0.042,-0.212,-1.215
1966,-0.625347896,0.11506,0.055,-0.163,0.511
1967,-0.612902275,0.08118,0.055,-0.216,-2.37
1968,-0.573891719,-0.1377,0.043,-0.218,0.39
1969,-0.480867526,0.06165,0.022,-0.232,3.409
1970,-0.4041076,-0.57591,-0.002,-0.201,1.363
1971,-0.324176197,-0.38234,-0.019,-0.23,-2.105
1972,-0.624790491,-0.31136,-0.028,-0.253,-0.488
1973,-0.391246331,-0.02607,-0.03,-0.244,6.355
1974,-0.042132383,-0.49603,-0.027,-0.229,-0.594
1975,0.299349237,-0.22804,-0.015,-0.112,1.215
1976,0.653874407,0.14932,0.002,-0.134,-2.724
1977,0.996727209,0.04657,0.014,-0.111,1.667
1978,1.330803612,-0.11777,0.014,-0.046,3.477
1979,1.608116762,0.28867,0.008,-0.035,4.474
1980,1.843499915,-0.04346,0.009,0.044,1.059
1981,2.026242107,-0.22478,0.02,0.099,1.267
1982,2.126284612,0.25109,0.036,0.133,1.299
1983,2.166532867,-0.50208,0.046,0.164,3.523
1984,2.027215193,-0.30988,0.045,0.196,1.149
1985,1.93353917,-0.29364,0.04,0.248,0.622
1986,1.79008182,0.21514,0.032,0.225,0.606
1987,1.639646708,0.50194,0.016,0.214,2.094
1988,1.537262063,-0.15288,-0.007,0.202,-0.065
1989,1.435466146,0.1481,-0.027,0.217,-1.558
1990,1.361263874,0.39242,-0.031,0.216,0.021
1991,1.330844768,0.37586,-0.019,0.203,-1.231
1992,1.315454273,0.37465,-0.003,0.194,2.582
1993,1.357751374,0.521,0.006,0.195,1.43
1994,1.35033459,0.64616,0.005,0.174,-0.151
1995,1.114303309,-0.01728,-0.003,0.174,2.294
1996,0.868240863,0.26322,-0.012,0.152,-0.227
1997,0.602977932,,-0.024,0.189,-1.089
1998,0.359812193,,-0.049,0.181,4.298
1999,0.142644498,,-0.075,0.198,-1.709
2000,-0.092794969,,-0.089,0.224,-3.395
2001,-0.272999663,,-0.087,0.221,-0.493
2002,-0.411461392,,-0.094,0.247,-1.324
2003,-0.509720071,,-0.083,0.253,1.888
2004,-0.518646567,,-0.062,0.275,0.35
2005,-0.494073913,,,,
2006,-0.458466943,,,,
2007,0.171863958,,,,
2008,0.304742272,,,,
2009,0.477739918,,,,
2010,0.646674332,,,,
2011,0.786763762,,,,
